"""date"",""geography"",""geography code"",""Rural Urban"",""Variable: All usual residents; measures: Value"",""Variable: Males; measures: Value"",""Variable: Females; measures: Value"",""Variable: Lives in a household; measures: Value"",""Variable: Lives in a communal establishment; measures: Value"",""Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value"",""Variable: Area (Hectares); measures: Value"",""Variable: Density (number of persons per hectare); measures: Value"""
"""2011"",""North Lincolnshire 013A"",""E01013274"",""Total"",2116,1031,1085,1939,177,19,6331.11,0.3"
"""2011"",""North Lincolnshire 013B"",""E01013275"",""Total"",1563,767,796,1563,0,16,330.64,4.7"
"""2011"",""North Lincolnshire 013C"",""E01013276"",""Total"",1628,796,832,1622,6,10,67.46,24.1"
"""2011"",""North Lincolnshire 013D"",""E01013277"",""Total"",1486,716,770,1486,0,14,78.50,18.9"
"""2011"",""North Lincolnshire 014A"",""E01013315"",""Total"",1520,688,832,1494,26,4,35.68,42.6"
"""2011"",""North Lincolnshire 014B"",""E01013317"",""Total"",1407,673,734,1352,55,15,39.87,35.3"
"""2011"",""North Lincolnshire 014C"",""E01013318"",""Total"",1537,743,794,1537,0,12,34.04,45.2"
"""2011"",""North Lincolnshire 014D"",""E01013319"",""Total"",2243,1138,1105,2243,0,6,31.79,70.6"
"""2011"",""North Lincolnshire 015A"",""E01013238"",""Total"",1677,829,848,1677,0,7,37.74,44.4"
"""2011"",""North Lincolnshire 015B"",""E01013240"",""Total"",2356,1170,1186,2301,55,12,113.12,20.8"
"""2011"",""North Lincolnshire 015C"",""E01013311"",""Total"",1852,901,951,1809,43,6,49.14,37.7"
"""2011"",""North Lincolnshire 015D"",""E01013320"",""Total"",1494,758,736,1494,0,6,27.98,53.4"
"""2011"",""North Lincolnshire 016A"",""E01013278"",""Total"",1500,737,763,1500,0,5,21.08,71.2"
"""2011"",""North Lincolnshire 016B"",""E01013280"",""Total"",1462,703,759,1462,0,6,47.97,30.5"
"""2011"",""North Lincolnshire 016C"",""E01013281"",""Total"",1375,652,723,1375,0,10,41.34,33.3"
"""2011"",""North Lincolnshire 016D"",""E01013283"",""Total"",1483,723,760,1483,0,5,64.31,23.1"
"""2011"",""North Lincolnshire 017A"",""E01013236"",""Total"",1557,738,819,1557,0,11,32.74,47.6"
"""2011"",""North Lincolnshire 017B"",""E01013239"",""Total"",1623,792,831,1557,66,16,36.46,44.5"
"""2011"",""North Lincolnshire 017C"",""E01013282"",""Total"",1587,778,809,1587,0,11,36.32,43.7"
"""2011"",""North Lincolnshire 017D"",""E01013284"",""Total"",1606,772,834,1606,0,12,29.81,53.9"
"""2011"",""North Lincolnshire 018B"",""E01013237"",""Total"",1802,832,970,1747,55,15,27.39,65.8"
"""2011"",""North Lincolnshire 018C"",""E01013261"",""Total"",1458,712,746,1458,0,21,36.85,39.6"
"""2011"",""North Lincolnshire 018D"",""E01013262"",""Total"",1358,683,675,1358,0,16,40.63,33.4"
"""2011"",""North Lincolnshire 018E"",""E01013263"",""Total"",1434,695,739,1434,0,13,42.46,33.8"
"""2011"",""North Lincolnshire 018F"",""E01033296"",""Total"",1439,702,737,1439,0,13,37.13,38.8"
"""2011"",""North Lincolnshire 018G"",""E01033297"",""Total"",1669,844,825,1669,0,25,25.17,66.3"
"""2011"",""North Lincolnshire 019A"",""E01013260"",""Total"",1477,722,755,1477,0,17,37.50,39.4"
"""2011"",""North Lincolnshire 019B"",""E01013264"",""Total"",1729,859,870,1729,0,18,396.58,4.4"
"""2011"",""North Lincolnshire 019C"",""E01013265"",""Total"",1648,818,830,1648,0,16,112.33,14.7"
"""2011"",""North Lincolnshire 019D"",""E01013266"",""Total"",1934,925,1009,1934,0,25,52.19,37.1"
"""2011"",""North Lincolnshire 020A"",""E01013241"",""Total"",1520,724,796,1520,0,18,492.37,3.1"
"""2011"",""North Lincolnshire 020B"",""E01013242"",""Total"",1770,902,868,1770,0,24,2966.63,0.6"
"""2011"",""North Lincolnshire 020C"",""E01013243"",""Total"",2147,1026,1121,2147,0,36,2053.09,1.0"
"""2011"",""North Lincolnshire 020D"",""E01013244"",""Total"",1810,891,919,1806,4,21,541.34,3.3"
"""2011"",""North Lincolnshire 021A"",""E01013324"",""Total"",1553,783,770,1553,0,32,5546.60,0.3"
"""2011"",""North Lincolnshire 021B"",""E01013326"",""Total"",1586,782,804,1580,6,39,365.61,4.3"
"""2011"",""North Lincolnshire 021C"",""E01013327"",""Total"",1409,680,729,1409,0,18,82.33,17.1"
"""2011"",""North Lincolnshire 021D"",""E01013328"",""Total"",1293,611,682,1293,0,25,166.47,7.8"
"""2011"",""North Lincolnshire 022A"",""E01013322"",""Total"",1940,948,992,1919,21,33,990.44,2.0"
"""2011"",""North Lincolnshire 022B"",""E01013323"",""Total"",1691,861,830,1580,111,40,2514.60,0.7"
"""2011"",""North Lincolnshire 022C"",""E01013325"",""Total"",1564,784,780,1536,28,30,2922.30,0.5"
"""2011"",""North Lincolnshire 022D"",""E01013329"",""Total"",1819,887,932,1818,1,11,1565.69,1.2"
"""2011"",""North Lincolnshire 023A"",""E01013250"",""Total"",1618,768,850,1597,21,29,1707.82,0.9"
"""2011"",""North Lincolnshire 023B"",""E01013251"",""Total"",1816,887,929,1816,0,37,3743.51,0.5"
"""2011"",""North Lincolnshire 023C"",""E01013252"",""Total"",1761,862,899,1735,26,29,258.14,6.8"
"""2011"",""North Lincolnshire 023D"",""E01013253"",""Total"",1967,969,998,1946,21,17,2207.08,0.9"
"""2011"",""York 001A"",""E01013436"",""Total"",1762,863,899,1687,75,56,772.99,2.3"
"""2011"",""York 001B"",""E01013438"",""Total"",1790,854,936,1779,11,31,367.59,4.9"
"""2011"",""York 001C"",""E01013439"",""Total"",1515,737,778,1450,65,34,743.43,2.0"
"""2011"",""York 001D"",""E01013440"",""Total"",1856,896,960,1856,0,44,176.90,10.5"
"""2011"",""York 002A"",""E01013370"",""Total"",1501,686,815,1495,6,11,31.42,47.8"
"""2011"",""York 002B"",""E01013373"",""Total"",1480,702,778,1429,51,26,60.13,24.6"
"""2011"",""York 002C"",""E01013375"",""Total"",1308,592,716,1308,0,20,63.85,20.5"
"""2011"",""York 002D"",""E01013376"",""Total"",1467,701,766,1467,0,27,637.52,2.3"
"""2011"",""York 003A"",""E01013371"",""Total"",1465,716,749,1465,0,38,33.04,44.3"
"""2011"",""York 003B"",""E01013372"",""Total"",1608,691,917,1573,35,14,38.13,42.2"
"""2011"",""York 003C"",""E01013374"",""Total"",1557,766,791,1526,31,31,71.95,21.6"
"""2011"",""York 003D"",""E01013377"",""Total"",1652,770,882,1620,32,40,718.55,2.3"
"""2011"",""York 004A"",""E01013404"",""Total"",1452,693,759,1433,19,13,117.46,12.4"
"""2011"",""York 004B"",""E01013407"",""Total"",1441,645,796,1389,52,29,230.23,6.3"
"""2011"",""York 004C"",""E01013408"",""Total"",1329,622,707,1324,5,19,52.91,25.1"
"""2011"",""York 004D"",""E01013410"",""Total"",1431,637,794,1397,34,7,33.90,42.2"
"""2011"",""York 005A"",""E01013405"",""Total"",1404,669,735,1404,0,16,19.94,70.4"
"""2011"",""York 005B"",""E01013406"",""Total"",1959,959,1000,1959,0,24,39.03,50.2"
"""2011"",""York 005C"",""E01013409"",""Total"",1566,743,823,1566,0,15,521.21,3.0"
"""2011"",""York 005D"",""E01013411"",""Total"",1526,721,805,1526,0,15,42.50,35.9"
"""2011"",""York 006A"",""E01013428"",""Total"",1638,809,829,1636,2,9,34.87,47.0"
"""2011"",""York 006B"",""E01013429"",""Total"",2065,1035,1030,2065,0,33,105.97,19.5"
"""2011"",""York 006C"",""E01013430"",""Total"",1549,762,787,1549,0,36,980.63,1.6"
"""2011"",""York 006D"",""E01013431"",""Total"",1556,755,801,1556,0,23,217.37,7.2"
"""2011"",""York 006E"",""E01013435"",""Total"",1466,714,752,1466,0,18,22.40,65.4"
"""2011"",""York 007A"",""E01013344"",""Total"",1597,818,779,1432,165,31,32.66,48.9"
"""2011"",""York 007B"",""E01013346"",""Total"",1651,806,845,1623,28,42,68.17,24.2"
"""2011"",""York 007C"",""E01013432"",""Total"",2109,987,1122,2038,71,19,145.48,14.5"
"""2011"",""York 007D"",""E01013433"",""Total"",1461,701,760,1461,0,29,36.67,39.8"
"""2011"",""York 007E"",""E01013434"",""Total"",1462,720,742,1398,64,18,128.51,11.4"
"""2011"",""York 008A"",""E01013379"",""Total"",1476,708,768,1467,9,27,30.56,48.3"
"""2011"",""York 008B"",""E01013380"",""Total"",1771,883,888,1672,99,25,25.90,68.4"
"""2011"",""York 008C"",""E01013385"",""Total"",1459,715,744,1455,4,14,45.06,32.4"
"""2011"",""York 008D"",""E01013387"",""Total"",1477,705,772,1475,2,32,59.96,24.6"
"""2011"",""York 008E"",""E01013388"",""Total"",1033,497,536,1033,0,10,305.96,3.4"
"""2011"",""York 008F"",""E01013389"",""Total"",1158,578,580,1158,0,11,32.73,35.4"
"""2011"",""York 008G"",""E01013437"",""Total"",1214,625,589,1180,34,20,1322.76,0.9"
"""2011"",""York 009A"",""E01013343"",""Total"",2005,943,1062,1883,122,22,24.52,81.8"
"""2011"",""York 009B"",""E01013345"",""Total"",1720,818,902,1720,0,19,19.84,86.7"
"""2011"",""York 009C"",""E01013347"",""Total"",1637,799,838,1637,0,5,20.82,78.6"
"""2011"",""York 009D"",""E01013349"",""Total"",1387,686,701,1387,0,9,15.76,88.0"
"""2011"",""York 009E"",""E01013350"",""Total"",1638,786,852,1609,29,12,29.42,55.7"
"""2011"",""York 010A"",""E01013348"",""Total"",1913,893,1020,1545,368,18,48.40,39.5"
"""2011"",""York 010B"",""E01013368"",""Total"",2246,1079,1167,2234,12,29,17.62,127.5"
"""2011"",""York 010C"",""E01013382"",""Total"",1656,786,870,1656,0,13,34.69,47.7"
"""2011"",""York 010D"",""E01013383"",""Total"",2298,1170,1128,2281,17,24,44.77,51.3"
"""2011"",""York 010E"",""E01013386"",""Total"",1772,836,936,1769,3,19,24.65,71.9"
"""2011"",""York 011A"",""E01013421"",""Total"",1548,703,845,1237,311,41,2332.15,0.7"
"""2011"",""York 011B"",""E01013422"",""Total"",1686,801,885,1686,0,44,354.88,4.8"
"""2011"",""York 011C"",""E01013426"",""Total"",1669,788,881,1648,21,41,1259.56,1.3"
"""2011"",""York 011D"",""E01013427"",""Total"",1442,698,744,1442,0,29,82.81,17.4"
"""2011"",""York 012A"",""E01013335"",""Total"",1582,730,852,1577,5,6,32.25,49.1"
"""2011"",""York 012B"",""E01013336"",""Total"",1470,744,726,1470,0,16,31.29,47.0"
"""2011"",""York 012C"",""E01013337"",""Total"",1650,812,838,1650,0,23,35.40,46.6"
"""2011"",""York 012D"",""E01013338"",""Total"",2307,1146,1161,2229,78,13,46.50,49.6"
"""2011"",""York 012E"",""E01013339"",""Total"",1595,782,813,1595,0,14,70.46,22.6"
"""2011"",""York 012F"",""E01013392"",""Total"",1560,815,745,1542,18,26,51.10,30.5"
"""2011"",""York 013A"",""E01013366"",""Total"",1992,1086,906,1732,260,38,68.75,29.0"
"""2011"",""York 013C"",""E01013369"",""Total"",1863,929,934,1819,44,9,27.39,68.0"
"""2011"",""York 013E"",""E01013416"",""Total"",1564,754,810,1550,14,21,24.71,63.3"
"""2011"",""York 013F"",""E01033067"",""Total"",1363,691,672,1327,36,3,51.00,26.7"
"""2011"",""York 013G"",""E01033068"",""Total"",1144,613,531,1144,0,9,33.80,33.8"
"""2011"",""York 013H"",""E01033069"",""Total"",1158,602,556,1143,15,12,12.44,93.1"
"""2011"",""York 013I"",""E01033070"",""Total"",1538,760,778,1119,419,14,34.92,44.0"
"""2011"",""York 014A"",""E01013381"",""Total"",1544,770,774,1544,0,19,36.98,41.8"
"""2011"",""York 014B"",""E01013402"",""Total"",1758,873,885,1717,41,28,41.95,41.9"
"""2011"",""York 014C"",""E01013419"",""Total"",1532,704,828,1484,48,25,477.74,3.2"
"""2011"",""York 014D"",""E01013420"",""Total"",2038,1011,1027,2038,0,14,99.63,20.5"
"""2011"",""York 015A"",""E01013384"",""Total"",1749,868,881,1749,0,7,26.13,66.9"
"""2011"",""York 015B"",""E01013398"",""Total"",1625,787,838,1608,17,12,24.01,67.7"
"""2011"",""York 015C"",""E01013399"",""Total"",1774,846,928,1774,0,12,23.56,75.3"
"""2011"",""York 015D"",""E01013400"",""Total"",1936,1018,918,1936,0,15,15.10,128.2"
"""2011"",""York 015E"",""E01013401"",""Total"",1697,898,799,1696,1,16,25.00,67.9"
"""2011"",""York 015F"",""E01013403"",""Total"",1887,951,936,1887,0,14,32.10,58.8"
"""2011"",""York 016A"",""E01013393"",""Total"",1599,759,840,1599,0,12,25.53,62.6"
"""2011"",""York 016B"",""E01013394"",""Total"",1312,623,689,1312,0,8,21.11,62.2"
"""2011"",""York 016C"",""E01013395"",""Total"",1450,733,717,1450,0,20,21.94,66.1"
"""2011"",""York 016D"",""E01013396"",""Total"",1644,769,875,1571,73,20,42.81,38.4"
"""2011"",""York 016E"",""E01013441"",""Total"",1532,717,815,1528,4,17,33.28,46.0"
"""2011"",""York 016F"",""E01013445"",""Total"",1538,725,813,1538,0,20,28.58,53.8"
"""2011"",""York 017A"",""E01013390"",""Total"",1573,774,799,1573,0,10,26.93,58.4"
"""2011"",""York 017B"",""E01013391"",""Total"",2198,1124,1074,2167,31,20,92.40,23.8"
"""2011"",""York 017C"",""E01013397"",""Total"",1496,744,752,1494,2,20,29.49,50.7"
"""2011"",""York 017D"",""E01013413"",""Total"",1676,843,833,1665,11,23,23.95,70.0"
"""2011"",""York 017E"",""E01013417"",""Total"",1978,975,1003,1855,123,46,42.23,46.8"
"""2011"",""York 018A"",""E01013442"",""Total"",1379,644,735,1379,0,15,42.61,32.4"
"""2011"",""York 018B"",""E01013443"",""Total"",1536,731,805,1440,96,1,35.68,43.0"
"""2011"",""York 018C"",""E01013444"",""Total"",1413,662,751,1413,0,7,20.59,68.6"
"""2011"",""York 018D"",""E01013446"",""Total"",1660,799,861,1660,0,10,29.75,55.8"
"""2011"",""York 018E"",""E01013447"",""Total"",1499,710,789,1499,0,9,31.24,48.0"
"""2011"",""York 018F"",""E01013448"",""Total"",1375,700,675,1375,0,8,15.08,91.2"
"""2011"",""York 019A"",""E01013360"",""Total"",1848,892,956,1820,28,28,64.69,28.6"
"""2011"",""York 019B"",""E01013361"",""Total"",1894,940,954,1879,15,26,22.34,84.8"
"""2011"",""York 019C"",""E01013362"",""Total"",1977,1098,879,1678,299,26,83.05,23.8"
"""2011"",""York 019D"",""E01013363"",""Total"",2094,1031,1063,1865,229,23,44.37,47.2"
"""2011"",""York 019E"",""E01013364"",""Total"",2031,1053,978,2007,24,11,31.96,63.5"
"""2011"",""York 019F"",""E01013418"",""Total"",1555,737,818,1549,6,9,22.93,67.8"
"""2011"",""York 020A"",""E01013351"",""Total"",1907,917,990,1855,52,41,3024.65,0.6"
"""2011"",""York 020B"",""E01013352"",""Total"",1720,836,884,1700,20,31,112.72,15.3"
"""2011"",""York 020C"",""E01013451"",""Total"",1239,602,637,1239,0,25,962.92,1.3"
"""2011"",""York 020D"",""E01013452"",""Total"",1674,784,890,1634,40,27,541.08,3.1"
"""2011"",""York 021A"",""E01013357"",""Total"",2024,953,1071,1990,34,36,77.29,26.2"
"""2011"",""York 021B"",""E01013358"",""Total"",1574,773,801,1559,15,16,52.57,29.9"
"""2011"",""York 021C"",""E01013412"",""Total"",1780,857,923,1780,0,19,195.97,9.1"
"""2011"",""York 021D"",""E01013414"",""Total"",1661,810,851,1661,0,17,47.70,34.8"
"""2011"",""York 022A"",""E01013353"",""Total"",1597,766,831,1596,1,20,35.43,45.1"
"""2011"",""York 022B"",""E01013354"",""Total"",1414,688,726,1414,0,23,71.38,19.8"
"""2011"",""York 022C"",""E01013355"",""Total"",1476,704,772,1476,0,20,113.38,13.0"
"""2011"",""York 022D"",""E01013356"",""Total"",1452,709,743,1452,0,18,28.37,51.2"
"""2011"",""York 022E"",""E01013359"",""Total"",1547,757,790,1547,0,11,51.29,30.2"
"""2011"",""York 022F"",""E01013449"",""Total"",1679,813,866,1679,0,20,41.17,40.8"
"""2011"",""York 023A"",""E01013365"",""Total"",2785,1311,1474,2683,102,42,624.25,4.5"
"""2011"",""York 023B"",""E01013378"",""Total"",4792,2185,2607,1125,3667,68,1268.44,3.8"
"""2011"",""York 023C"",""E01013450"",""Total"",1240,629,611,1237,3,26,3193.08,0.4"
"""2011"",""York 024A"",""E01013340"",""Total"",1274,634,640,1274,0,44,312.56,4.1"
"""2011"",""York 024B"",""E01013341"",""Total"",1272,578,694,1266,6,14,62.00,20.5"
"""2011"",""York 024C"",""E01013342"",""Total"",1360,666,694,1355,5,29,778.27,1.7"
"""2011"",""York 024D"",""E01013423"",""Total"",1285,640,645,1285,0,23,48.76,26.4"
"""2011"",""York 024E"",""E01013424"",""Total"",1335,665,670,1335,0,56,190.23,7.0"
"""2011"",""York 024F"",""E01013425"",""Total"",1553,737,816,1553,0,25,527.14,2.9"
"""2011"",""Craven 001A"",""E01027558"",""Total"",1881,918,963,1870,11,42,3515.38,0.5"
"""2011"",""Craven 001B"",""E01027559"",""Total"",1725,863,862,1713,12,32,237.48,7.3"
"""2011"",""Craven 001C"",""E01027569"",""Total"",1334,651,683,1328,6,41,10239.40,0.1"
"""2011"",""Craven 001D"",""E01027570"",""Total"",2474,1196,1278,2425,49,35,10100.24,0.2"
"""2011"",""Craven 002A"",""E01027562"",""Total"",1641,838,803,1580,61,51,14914.53,0.1"
"""2011"",""Craven 002B"",""E01027567"",""Total"",1611,748,863,1585,26,27,4777.50,0.3"
"""2011"",""Craven 002C"",""E01027585"",""Total"",1874,906,968,1791,83,49,21750.88,0.1"
"""2011"",""Craven 003A"",""E01027568"",""Total"",2168,1066,1102,2164,4,37,3480.52,0.6"
"""2011"",""Craven 003B"",""E01027571"",""Total"",1929,965,964,1730,199,57,10232.21,0.2"
"""2011"",""Craven 003C"",""E01027572"",""Total"",2012,986,1026,2008,4,36,1093.45,1.8"
"""2011"",""Craven 003D"",""E01027573"",""Total"",1569,745,824,1516,53,29,6280.95,0.2"
"""2011"",""Craven 004A"",""E01027557"",""Total"",1673,832,841,1592,81,53,15788.32,0.1"
"""2011"",""Craven 004B"",""E01027561"",""Total"",1879,905,974,1879,0,41,1802.85,1.0"
"""2011"",""Craven 004C"",""E01027576"",""Total"",1567,749,818,1561,6,74,445.39,3.5"
"""2011"",""Craven 005A"",""E01027574"",""Total"",1458,709,749,1458,0,19,422.94,3.4"
"""2011"",""Craven 005B"",""E01027575"",""Total"",1898,885,1013,1897,1,19,40.12,47.3"
"""2011"",""Craven 005C"",""E01027577"",""Total"",1918,934,984,1915,3,45,58.63,32.7"
"""2011"",""Craven 005D"",""E01027579"",""Total"",1132,529,603,1132,0,7,43.79,25.9"
"""2011"",""Craven 006A"",""E01027578"",""Total"",1517,726,791,1515,2,15,17.65,85.9"
"""2011"",""Craven 006B"",""E01027580"",""Total"",1122,535,587,1121,1,9,396.40,2.8"
"""2011"",""Craven 006C"",""E01027581"",""Total"",2500,1206,1294,2454,46,24,178.86,14.0"
"""2011"",""Craven 006D"",""E01027582"",""Total"",1511,730,781,1511,0,19,100.71,15.0"
"""2011"",""Craven 007A"",""E01027556"",""Total"",1690,835,855,1690,0,42,1558.63,1.1"
"""2011"",""Craven 007B"",""E01027560"",""Total"",2355,1169,1186,2345,10,36,1904.32,1.2"
"""2011"",""Craven 007C"",""E01027563"",""Total"",1396,641,755,1379,17,17,680.01,2.1"
"""2011"",""Craven 007D"",""E01027586"",""Total"",1934,933,1001,1874,60,38,4818.15,0.4"
"""2011"",""Craven 008A"",""E01027555"",""Total"",1947,920,1027,1879,68,47,1318.34,1.5"
"""2011"",""Craven 008B"",""E01027564"",""Total"",1211,542,669,1111,100,13,27.73,43.7"
"""2011"",""Craven 008C"",""E01027565"",""Total"",1530,720,810,1530,0,28,137.90,11.1"
"""2011"",""Craven 008D"",""E01027566"",""Total"",1239,604,635,1235,4,15,426.71,2.9"
"""2011"",""Craven 008E"",""E01027583"",""Total"",2098,974,1124,2006,92,27,51.52,40.7"
"""2011"",""Craven 008F"",""E01027584"",""Total"",1616,794,822,1581,35,31,897.30,1.8"
"""2011"",""Hambleton 001A"",""E01027591"",""Total"",1669,828,841,1668,1,33,4796.94,0.3"
"""2011"",""Hambleton 001B"",""E01027597"",""Total"",1568,791,777,1568,0,32,3620.59,0.4"
"""2011"",""Hambleton 001C"",""E01027599"",""Total"",1653,791,862,1653,0,19,34.65,47.7"
"""2011"",""Hambleton 001D"",""E01027623"",""Total"",1297,597,700,1297,0,35,102.49,12.7"
"""2011"",""Hambleton 001E"",""E01027625"",""Total"",1651,761,890,1651,0,14,74.48,22.2"
"""2011"",""Hambleton 002A"",""E01027598"",""Total"",1752,850,902,1751,1,39,804.45,2.2"
"""2011"",""Hambleton 002B"",""E01027618"",""Total"",2421,1187,1234,2421,0,71,3037.07,0.8"
"""2011"",""Hambleton 002C"",""E01027624"",""Total"",1269,615,654,1269,0,30,448.02,2.8"
"""2011"",""Hambleton 002D"",""E01027626"",""Total"",1320,630,690,1320,0,28,1818.20,0.7"
"""2011"",""Hambleton 002E"",""E01027627"",""Total"",1820,919,901,1820,0,55,11228.37,0.2"
"""2011"",""Hambleton 003A"",""E01027590"",""Total"",2055,1015,1040,2055,0,31,1497.44,1.4"
"""2011"",""Hambleton 003B"",""E01027592"",""Total"",1744,888,856,1744,0,52,7445.73,0.2"
"""2011"",""Hambleton 003C"",""E01027613"",""Total"",1764,887,877,1761,3,50,9218.71,0.2"
"""2011"",""Hambleton 003D"",""E01027617"",""Total"",1100,560,540,1100,0,23,3459.45,0.3"
"""2011"",""Hambleton 004A"",""E01027605"",""Total"",1632,810,822,1524,108,24,27.22,60.0"
"""2011"",""Hambleton 004B"",""E01027606"",""Total"",1522,708,814,1522,0,28,72.28,21.1"
"""2011"",""Hambleton 004C"",""E01027608"",""Total"",1822,999,823,1652,170,11,43.82,41.6"
"""2011"",""Hambleton 004D"",""E01027609"",""Total"",1342,642,700,1342,0,10,441.33,3.0"
"""2011"",""Hambleton 004E"",""E01027610"",""Total"",1685,802,883,1685,0,16,27.16,62.0"
"""2011"",""Hambleton 004F"",""E01027611"",""Total"",1953,926,1027,1903,50,31,876.01,2.2"
"""2011"",""Hambleton 004G"",""E01027612"",""Total"",1693,817,876,1686,7,7,37.96,44.6"
"""2011"",""Hambleton 004H"",""E01027616"",""Total"",1434,669,765,1430,4,23,148.43,9.7"
"""2011"",""Hambleton 005A"",""E01027603"",""Total"",1966,967,999,1883,83,33,2767.05,0.7"
"""2011"",""Hambleton 005B"",""E01027604"",""Total"",1761,848,913,1761,0,36,6789.28,0.3"
"""2011"",""Hambleton 005C"",""E01027607"",""Total"",1237,603,634,1237,0,30,352.78,3.5"
"""2011"",""Hambleton 005D"",""E01027614"",""Total"",1236,583,653,1236,0,15,131.53,9.4"
"""2011"",""Hambleton 005E"",""E01027615"",""Total"",1276,626,650,1276,0,38,151.90,8.4"
"""2011"",""Hambleton 006A"",""E01027587"",""Total"",1358,652,706,1330,28,10,43.32,31.3"
"""2011"",""Hambleton 006B"",""E01027588"",""Total"",1570,744,826,1519,51,18,631.46,2.5"
"""2011"",""Hambleton 006C"",""E01027589"",""Total"",1673,829,844,1673,0,42,482.20,3.5"
"""2011"",""Hambleton 006D"",""E01027593"",""Total"",1728,864,864,1726,2,45,6232.03,0.3"
"""2011"",""Hambleton 007B"",""E01027628"",""Total"",1865,921,944,1862,3,45,5620.76,0.3"
