"""date"",""geography"",""geography code"",""Rural Urban"",""Variable: All usual residents; measures: Value"",""Variable: Males; measures: Value"",""Variable: Females; measures: Value"",""Variable: Lives in a household; measures: Value"",""Variable: Lives in a communal establishment; measures: Value"",""Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value"",""Variable: Area (Hectares); measures: Value"",""Variable: Density (number of persons per hectare); measures: Value"""
"""2011"",""Derby 019A"",""E01013540"",""Total"",1558,752,806,1558,0,28,66.27,23.5"
"""2011"",""Derby 019B"",""E01013560"",""Total"",1509,749,760,1509,0,36,42.16,35.8"
"""2011"",""Derby 019C"",""E01013561"",""Total"",1554,764,790,1533,21,13,38.55,40.3"
"""2011"",""Derby 019D"",""E01013562"",""Total"",1381,571,810,1327,54,16,40.30,34.3"
"""2011"",""Derby 019E"",""E01013563"",""Total"",1358,672,686,1358,0,17,26.42,51.4"
"""2011"",""Derby 020A"",""E01013459"",""Total"",1996,981,1015,1966,30,28,18.01,110.8"
"""2011"",""Derby 020B"",""E01013567"",""Total"",2022,1030,992,2018,4,5,13.53,149.4"
"""2011"",""Derby 020C"",""E01013568"",""Total"",2065,1050,1015,2065,0,11,29.35,70.4"
"""2011"",""Derby 020D"",""E01013569"",""Total"",1581,804,777,1581,0,19,22.54,70.1"
"""2011"",""Derby 021A"",""E01013539"",""Total"",2476,1238,1238,2476,0,82,43.23,57.3"
"""2011"",""Derby 021B"",""E01013541"",""Total"",1625,759,866,1625,0,26,72.46,22.4"
"""2011"",""Derby 021C"",""E01013543"",""Total"",1816,891,925,1785,31,46,56.83,32.0"
"""2011"",""Derby 021D"",""E01013544"",""Total"",1844,922,922,1844,0,47,108.65,17.0"
"""2011"",""Derby 021E"",""E01013545"",""Total"",1645,804,841,1627,18,26,53.89,30.5"
"""2011"",""Derby 022A"",""E01013488"",""Total"",1563,772,791,1563,0,22,41.86,37.3"
"""2011"",""Derby 022B"",""E01013489"",""Total"",1565,752,813,1527,38,24,38.64,40.5"
"""2011"",""Derby 022C"",""E01013490"",""Total"",1521,695,826,1521,0,23,56.16,27.1"
"""2011"",""Derby 022D"",""E01013491"",""Total"",1668,806,862,1637,31,23,32.03,52.1"
"""2011"",""Derby 023A"",""E01013570"",""Total"",1964,966,998,1964,0,15,22.18,88.5"
"""2011"",""Derby 023B"",""E01013571"",""Total"",1904,915,989,1782,122,4,41.65,45.7"
"""2011"",""Derby 023C"",""E01013572"",""Total"",1724,815,909,1650,74,6,29.02,59.4"
"""2011"",""Derby 023D"",""E01013573"",""Total"",2073,1025,1048,2073,0,15,36.36,57.0"
"""2011"",""Derby 024A"",""E01013470"",""Total"",1470,731,739,1446,24,6,95.51,15.4"
"""2011"",""Derby 024B"",""E01013474"",""Total"",1535,764,771,1495,40,15,30.48,50.4"
"""2011"",""Derby 024C"",""E01013476"",""Total"",1447,719,728,1447,0,17,72.76,19.9"
"""2011"",""Derby 024E"",""E01033171"",""Total"",1399,701,698,1399,0,3,117.18,11.9"
"""2011"",""Derby 024F"",""E01033172"",""Total"",1557,827,730,1454,103,8,197.22,7.9"
"""2011"",""Derby 025A"",""E01013471"",""Total"",1858,898,960,1858,0,14,21.74,85.5"
"""2011"",""Derby 025B"",""E01013473"",""Total"",1516,733,783,1512,4,8,26.83,56.5"
"""2011"",""Derby 025C"",""E01013475"",""Total"",1587,773,814,1587,0,14,21.43,74.1"
"""2011"",""Derby 025D"",""E01013477"",""Total"",1793,922,871,1783,10,8,39.76,45.1"
"""2011"",""Derby 025E"",""E01013502"",""Total"",1429,704,725,1429,0,12,30.12,47.4"
"""2011"",""Derby 025F"",""E01013503"",""Total"",1525,779,746,1525,0,8,32.05,47.6"
"""2011"",""Derby 026A"",""E01013472"",""Total"",2093,1006,1087,2093,0,3,80.26,26.1"
"""2011"",""Derby 026B"",""E01013497"",""Total"",1533,722,811,1533,0,8,29.59,51.8"
"""2011"",""Derby 026C"",""E01013504"",""Total"",1912,943,969,1908,4,6,33.85,56.5"
"""2011"",""Derby 026D"",""E01013583"",""Total"",1663,803,860,1622,41,6,75.83,21.9"
"""2011"",""Derby 026E"",""E01013590"",""Total"",1774,848,926,1774,0,14,45.82,38.7"
"""2011"",""Derby 026F"",""E01013591"",""Total"",2035,997,1038,2035,0,7,25.43,80.0"
"""2011"",""Derby 027A"",""E01013492"",""Total"",1595,764,831,1565,30,27,45.00,35.4"
"""2011"",""Derby 027B"",""E01013493"",""Total"",1517,715,802,1517,0,21,23.41,64.8"
"""2011"",""Derby 027C"",""E01013494"",""Total"",1860,873,987,1860,0,13,70.22,26.5"
"""2011"",""Derby 027D"",""E01013495"",""Total"",1766,857,909,1766,0,15,28.60,61.7"
"""2011"",""Derby 028A"",""E01013496"",""Total"",1545,710,835,1545,0,7,23.87,64.7"
"""2011"",""Derby 028B"",""E01013498"",""Total"",1456,720,736,1439,17,5,49.36,29.5"
"""2011"",""Derby 028C"",""E01013499"",""Total"",1384,668,716,1384,0,7,61.83,22.4"
"""2011"",""Derby 028D"",""E01013500"",""Total"",1690,813,877,1690,0,9,29.61,57.1"
"""2011"",""Derby 028E"",""E01013501"",""Total"",1400,675,725,1366,34,9,29.64,47.2"
"""2011"",""Derby 029A"",""E01013584"",""Total"",1870,929,941,1870,0,14,186.26,10.0"
"""2011"",""Derby 029B"",""E01013585"",""Total"",1751,832,919,1751,0,11,67.86,25.8"
"""2011"",""Derby 029C"",""E01013586"",""Total"",1552,719,833,1514,38,14,20.72,74.9"
"""2011"",""Derby 029D"",""E01013587"",""Total"",1528,762,766,1528,0,9,20.78,73.5"
"""2011"",""Derby 029E"",""E01013588"",""Total"",1532,734,798,1532,0,10,214.09,7.2"
"""2011"",""Derby 029F"",""E01013589"",""Total"",1423,722,701,1423,0,15,30.27,47.0"
"""2011"",""Derby 030B"",""E01013517"",""Total"",1426,676,750,1389,37,9,50.38,28.3"
"""2011"",""Derby 030C"",""E01013518"",""Total"",1416,687,729,1355,61,16,34.09,41.5"
"""2011"",""Derby 030D"",""E01013521"",""Total"",1346,668,678,1346,0,14,25.87,52.0"
"""2011"",""Derby 030E"",""E01033168"",""Total"",1350,671,679,1331,19,17,27.28,49.5"
"""2011"",""Derby 030F"",""E01033169"",""Total"",1774,876,898,1774,0,15,111.21,16.0"
"""2011"",""Derby 030G"",""E01033170"",""Total"",1232,596,636,1232,0,12,30.76,40.1"
"""2011"",""Derby 031A"",""E01013514"",""Total"",1632,781,851,1632,0,34,37.30,43.8"
"""2011"",""Derby 031B"",""E01013515"",""Total"",1842,883,959,1839,3,36,68.63,26.8"
"""2011"",""Derby 031C"",""E01013519"",""Total"",1648,779,869,1648,0,9,68.90,23.9"
"""2011"",""Derby 031D"",""E01013520"",""Total"",1532,755,777,1532,0,26,54.37,28.2"
"""2011"",""Leicester 001A"",""E01013615"",""Total"",1526,764,762,1526,0,31,293.39,5.2"
"""2011"",""Leicester 001B"",""E01013616"",""Total"",1597,751,846,1564,33,13,81.68,19.6"
"""2011"",""Leicester 001C"",""E01013618"",""Total"",1564,785,779,1564,0,21,51.65,30.3"
"""2011"",""Leicester 001D"",""E01013619"",""Total"",1744,881,863,1744,0,12,71.18,24.5"
"""2011"",""Leicester 002A"",""E01013733"",""Total"",1625,820,805,1606,19,6,158.09,10.3"
"""2011"",""Leicester 002B"",""E01013734"",""Total"",1484,743,741,1484,0,26,129.42,11.5"
"""2011"",""Leicester 002C"",""E01013735"",""Total"",1328,652,676,1328,0,33,17.55,75.7"
"""2011"",""Leicester 002D"",""E01013736"",""Total"",1708,821,887,1708,0,19,43.52,39.2"
"""2011"",""Leicester 002E"",""E01013737"",""Total"",1437,703,734,1437,0,21,20.37,70.5"
"""2011"",""Leicester 003A"",""E01013600"",""Total"",1921,902,1019,1921,0,6,52.63,36.5"
"""2011"",""Leicester 003B"",""E01013601"",""Total"",1684,825,859,1684,0,7,33.22,50.7"
"""2011"",""Leicester 003C"",""E01013602"",""Total"",1846,926,920,1774,72,4,90.41,20.4"
"""2011"",""Leicester 003D"",""E01013603"",""Total"",1721,818,903,1712,9,11,45.68,37.7"
"""2011"",""Leicester 003E"",""E01013604"",""Total"",1663,801,862,1629,34,6,31.18,53.3"
"""2011"",""Leicester 003F"",""E01013605"",""Total"",1774,873,901,1774,0,7,54.08,32.8"
"""2011"",""Leicester 004A"",""E01013617"",""Total"",2548,1280,1268,2504,44,26,180.14,14.1"
"""2011"",""Leicester 004B"",""E01013620"",""Total"",1812,854,958,1812,0,13,29.04,62.4"
"""2011"",""Leicester 004C"",""E01013621"",""Total"",1891,958,933,1891,0,10,47.85,39.5"
"""2011"",""Leicester 004D"",""E01013622"",""Total"",1635,860,775,1617,18,15,18.75,87.2"
"""2011"",""Leicester 004E"",""E01013623"",""Total"",2163,1087,1076,2160,3,27,115.66,18.7"
"""2011"",""Leicester 005A"",""E01013732"",""Total"",2107,1029,1078,2107,0,8,30.88,68.2"
"""2011"",""Leicester 005B"",""E01013739"",""Total"",1537,735,802,1460,77,22,26.62,57.7"
"""2011"",""Leicester 005C"",""E01013740"",""Total"",1513,754,759,1513,0,26,34.80,43.5"
"""2011"",""Leicester 005D"",""E01013741"",""Total"",1675,836,839,1675,0,27,32.76,51.1"
"""2011"",""Leicester 006A"",""E01013625"",""Total"",1864,970,894,1790,74,18,16.49,113.0"
"""2011"",""Leicester 006B"",""E01013628"",""Total"",1534,696,838,1479,55,16,31.04,49.4"
"""2011"",""Leicester 006C"",""E01013715"",""Total"",1314,630,684,1314,0,25,9.18,143.1"
"""2011"",""Leicester 006D"",""E01013716"",""Total"",1812,884,928,1812,0,24,26.04,69.6"
"""2011"",""Leicester 006E"",""E01013738"",""Total"",1548,750,798,1548,0,25,51.17,30.3"
"""2011"",""Leicester 007A"",""E01013624"",""Total"",1464,721,743,1464,0,11,25.02,58.5"
"""2011"",""Leicester 007B"",""E01013626"",""Total"",1855,935,920,1844,11,24,9.31,199.2"
"""2011"",""Leicester 007C"",""E01013627"",""Total"",1301,650,651,1301,0,23,14.55,89.4"
"""2011"",""Leicester 007D"",""E01013629"",""Total"",1715,837,878,1715,0,21,26.35,65.1"
"""2011"",""Leicester 007E"",""E01013630"",""Total"",1825,880,945,1825,0,35,10.27,177.7"
"""2011"",""Leicester 008A"",""E01013606"",""Total"",1744,875,869,1744,0,18,31.72,55.0"
"""2011"",""Leicester 008B"",""E01013607"",""Total"",2573,1344,1229,2573,0,32,184.83,13.9"
"""2011"",""Leicester 008C"",""E01013680"",""Total"",2088,1038,1050,2088,0,15,41.26,50.6"
"""2011"",""Leicester 008D"",""E01013685"",""Total"",1476,719,757,1476,0,9,25.42,58.1"
"""2011"",""Leicester 008E"",""E01013686"",""Total"",1850,913,937,1850,0,20,32.61,56.7"
"""2011"",""Leicester 009A"",""E01013696"",""Total"",2442,1181,1261,2442,0,30,51.89,47.1"
"""2011"",""Leicester 009B"",""E01013697"",""Total"",2639,1334,1305,2544,95,25,181.39,14.5"
"""2011"",""Leicester 009C"",""E01013699"",""Total"",1709,830,879,1709,0,20,44.75,38.2"
"""2011"",""Leicester 009E"",""E01032862"",""Total"",2010,973,1037,2010,0,12,24.91,80.7"
"""2011"",""Leicester 009F"",""E01032863"",""Total"",1708,853,855,1708,0,24,41.99,40.7"
"""2011"",""Leicester 009G"",""E01032865"",""Total"",2120,1036,1084,2120,0,31,25.90,81.9"
"""2011"",""Leicester 010A"",""E01013713"",""Total"",1543,788,755,1543,0,16,10.76,143.4"
"""2011"",""Leicester 010B"",""E01013714"",""Total"",1724,835,889,1724,0,24,14.85,116.1"
"""2011"",""Leicester 010C"",""E01013717"",""Total"",1569,774,795,1569,0,22,23.78,66.0"
"""2011"",""Leicester 010D"",""E01013718"",""Total"",1587,742,845,1587,0,21,9.67,164.1"
"""2011"",""Leicester 010E"",""E01013719"",""Total"",1562,784,778,1562,0,23,7.32,213.4"
"""2011"",""Leicester 010F"",""E01013720"",""Total"",1346,589,757,1334,12,23,50.88,26.5"
"""2011"",""Leicester 011A"",""E01013651"",""Total"",1716,868,848,1716,0,5,22.51,76.2"
"""2011"",""Leicester 011B"",""E01013652"",""Total"",1791,867,924,1791,0,21,20.38,87.9"
"""2011"",""Leicester 011C"",""E01013653"",""Total"",1899,912,987,1899,0,6,37.87,50.1"
"""2011"",""Leicester 011D"",""E01013655"",""Total"",2039,1078,961,2003,36,8,31.55,64.6"
"""2011"",""Leicester 012A"",""E01013721"",""Total"",1598,747,851,1563,35,18,49.80,32.1"
"""2011"",""Leicester 012B"",""E01013723"",""Total"",1382,652,730,1379,3,8,20.35,67.9"
"""2011"",""Leicester 012C"",""E01013725"",""Total"",1400,662,738,1400,0,4,30.51,45.9"
"""2011"",""Leicester 012D"",""E01013726"",""Total"",1727,792,935,1708,19,13,62.69,27.5"
"""2011"",""Leicester 012E"",""E01013728"",""Total"",1616,765,851,1616,0,6,20.17,80.1"
"""2011"",""Leicester 013A"",""E01013694"",""Total"",1647,772,875,1647,0,4,33.41,49.3"
"""2011"",""Leicester 013B"",""E01013700"",""Total"",1517,729,788,1485,32,22,29.48,51.5"
"""2011"",""Leicester 013C"",""E01013770"",""Total"",1390,671,719,1376,14,4,26.39,52.7"
"""2011"",""Leicester 013D"",""E01013771"",""Total"",1604,771,833,1588,16,26,27.17,59.0"
"""2011"",""Leicester 013E"",""E01013773"",""Total"",1480,742,738,1480,0,9,28.66,51.6"
"""2011"",""Leicester 016A"",""E01013681"",""Total"",1813,902,911,1813,0,12,22.69,79.9"
"""2011"",""Leicester 016B"",""E01013682"",""Total"",1787,881,906,1787,0,2,13.83,129.2"
"""2011"",""Leicester 016C"",""E01013683"",""Total"",2097,1096,1001,2078,19,10,15.49,135.4"
"""2011"",""Leicester 016D"",""E01013684"",""Total"",1961,1017,944,1950,11,10,26.64,73.6"
"""2011"",""Leicester 017A"",""E01013654"",""Total"",2199,1063,1136,2168,31,9,23.63,93.1"
"""2011"",""Leicester 017B"",""E01013656"",""Total"",1828,916,912,1828,0,4,8.28,220.8"
"""2011"",""Leicester 017C"",""E01013657"",""Total"",1819,899,920,1800,19,3,12.77,142.4"
"""2011"",""Leicester 017D"",""E01013658"",""Total"",1870,993,877,1870,0,23,13.40,139.6"
"""2011"",""Leicester 017E"",""E01013659"",""Total"",2008,1020,988,2001,7,11,10.32,194.6"
"""2011"",""Leicester 017F"",""E01013743"",""Total"",1645,826,819,1620,25,18,5.83,282.2"
"""2011"",""Leicester 017G"",""E01013745"",""Total"",1680,852,828,1674,6,12,22.98,73.1"
"""2011"",""Leicester 018A"",""E01013742"",""Total"",1822,901,921,1822,0,3,6.93,262.9"
"""2011"",""Leicester 018B"",""E01013744"",""Total"",1983,1012,971,1983,0,13,5.87,337.8"
"""2011"",""Leicester 018C"",""E01013746"",""Total"",1857,988,869,1857,0,8,39.88,46.6"
"""2011"",""Leicester 018D"",""E01013748"",""Total"",2017,1018,999,1991,26,12,10.41,193.8"
"""2011"",""Leicester 018E"",""E01013754"",""Total"",2059,1016,1043,2058,1,11,20.41,100.9"
"""2011"",""Leicester 018F"",""E01013755"",""Total"",2216,1051,1165,2216,0,16,12.91,171.6"
"""2011"",""Leicester 019A"",""E01013660"",""Total"",1814,932,882,1814,0,16,31.40,57.8"
"""2011"",""Leicester 019B"",""E01013661"",""Total"",1716,823,893,1635,81,13,24.48,70.1"
"""2011"",""Leicester 019C"",""E01013664"",""Total"",1834,891,943,1830,4,18,24.67,74.3"
"""2011"",""Leicester 019D"",""E01013665"",""Total"",1837,962,875,1835,2,14,30.74,59.8"
"""2011"",""Leicester 019E"",""E01013667"",""Total"",1568,751,817,1568,0,11,36.80,42.6"
"""2011"",""Leicester 019F"",""E01013668"",""Total"",1581,750,831,1548,33,14,74.43,21.2"
"""2011"",""Leicester 020A"",""E01013729"",""Total"",1296,646,650,1296,0,2,91.56,14.2"
"""2011"",""Leicester 020B"",""E01013780"",""Total"",1497,738,759,1497,0,37,30.24,49.5"
"""2011"",""Leicester 020C"",""E01013783"",""Total"",1554,750,804,1554,0,29,25.53,60.9"
"""2011"",""Leicester 020D"",""E01013785"",""Total"",1520,741,779,1436,84,30,100.42,15.1"
"""2011"",""Leicester 020E"",""E01013786"",""Total"",1518,754,764,1518,0,11,28.64,53.0"
"""2011"",""Leicester 021A"",""E01013662"",""Total"",1792,936,856,1792,0,12,28.26,63.4"
"""2011"",""Leicester 021B"",""E01013663"",""Total"",1798,885,913,1798,0,24,22.60,79.6"
"""2011"",""Leicester 021C"",""E01013747"",""Total"",1905,977,928,1891,14,25,37.62,50.6"
"""2011"",""Leicester 021D"",""E01013749"",""Total"",1616,807,809,1616,0,20,25.35,63.7"
"""2011"",""Leicester 021E"",""E01013750"",""Total"",1522,792,730,1522,0,25,9.91,153.6"
"""2011"",""Leicester 021F"",""E01013758"",""Total"",1641,832,809,1641,0,20,14.86,110.4"
"""2011"",""Leicester 022A"",""E01013751"",""Total"",1962,1006,956,1884,78,19,9.01,217.8"
"""2011"",""Leicester 022B"",""E01013752"",""Total"",1570,809,761,1570,0,12,8.08,194.3"
"""2011"",""Leicester 022C"",""E01013753"",""Total"",1717,882,835,1717,0,27,7.12,241.2"
"""2011"",""Leicester 022D"",""E01013760"",""Total"",1963,1116,847,1888,75,13,11.41,172.0"
"""2011"",""Leicester 022E"",""E01013761"",""Total"",2100,1065,1035,2094,6,18,7.34,286.1"
"""2011"",""Leicester 022F"",""E01013762"",""Total"",1887,966,921,1873,14,28,9.87,191.2"
"""2011"",""Leicester 023A"",""E01013774"",""Total"",1749,909,840,1749,0,22,12.27,142.5"
"""2011"",""Leicester 023B"",""E01013776"",""Total"",1711,970,741,1670,41,13,14.54,117.7"
"""2011"",""Leicester 023C"",""E01013778"",""Total"",2502,1204,1298,1998,504,24,37.79,66.2"
"""2011"",""Leicester 023D"",""E01013779"",""Total"",1950,980,970,1928,22,28,13.29,146.7"
"""2011"",""Leicester 023E"",""E01013781"",""Total"",1637,859,778,1555,82,13,13.28,123.3"
"""2011"",""Leicester 023F"",""E01013782"",""Total"",1516,704,812,1456,60,13,21.50,70.5"
"""2011"",""Leicester 023G"",""E01013784"",""Total"",1367,728,639,1342,25,20,13.39,102.1"
"""2011"",""Leicester 025A"",""E01013666"",""Total"",1588,766,822,1588,0,34,40.26,39.4"
"""2011"",""Leicester 025B"",""E01013669"",""Total"",1429,696,733,1429,0,31,45.84,31.2"
"""2011"",""Leicester 025C"",""E01013670"",""Total"",1792,865,927,1757,35,36,137.28,13.1"
"""2011"",""Leicester 025D"",""E01013671"",""Total"",1804,872,932,1751,53,38,34.97,51.6"
"""2011"",""Leicester 025E"",""E01013672"",""Total"",1371,677,694,1371,0,29,59.30,23.1"
"""2011"",""Leicester 026A"",""E01013631"",""Total"",1548,749,799,1548,0,4,87.11,17.8"
"""2011"",""Leicester 026B"",""E01013632"",""Total"",1871,912,959,1871,0,15,34.61,54.1"
"""2011"",""Leicester 026C"",""E01013638"",""Total"",1729,805,924,1729,0,22,53.80,32.1"
"""2011"",""Leicester 026D"",""E01013640"",""Total"",1950,932,1018,1950,0,13,31.77,61.4"
"""2011"",""Leicester 027A"",""E01013756"",""Total"",1935,976,959,1919,16,26,25.75,75.1"
"""2011"",""Leicester 027B"",""E01013757"",""Total"",1664,818,846,1643,21,21,25.77,64.6"
"""2011"",""Leicester 027C"",""E01013759"",""Total"",1965,955,1010,1956,9,30,23.37,84.1"
"""2011"",""Leicester 027D"",""E01013763"",""Total"",2053,1095,958,2028,25,68,12.90,159.1"
"""2011"",""Leicester 027E"",""E01013764"",""Total"",1636,799,837,1636,0,29,21.26,77.0"
"""2011"",""Leicester 027F"",""E01013765"",""Total"",1698,929,769,1673,25,14,8.28,205.1"
"""2011"",""Leicester 027G"",""E01013766"",""Total"",1848,923,925,1848,0,23,23.49,78.7"
"""2011"",""Leicester 028A"",""E01013633"",""Total"",1650,786,864,1650,0,5,36.28,45.5"
"""2011"",""Leicester 028B"",""E01013634"",""Total"",1533,714,819,1533,0,4,28.15,54.5"
"""2011"",""Leicester 028C"",""E01013637"",""Total"",1968,955,1013,1821,147,5,36.73,53.6"
"""2011"",""Leicester 028D"",""E01013639"",""Total"",1464,666,798,1464,0,13,27.88,52.5"
"""2011"",""Leicester 028E"",""E01013641"",""Total"",1609,813,796,1609,0,10,19.45,82.7"
"""2011"",""Leicester 029A"",""E01013635"",""Total"",1491,734,757,1487,4,12,36.81,40.5"
"""2011"",""Leicester 029B"",""E01013636"",""Total"",1360,669,691,1354,6,18,45.88,29.6"
"""2011"",""Leicester 029C"",""E01013775"",""Total"",2155,1119,1036,2155,0,20,50.26,42.9"
"""2011"",""Leicester 029D"",""E01013777"",""Total"",1577,862,715,1575,2,7,16.15,97.6"
"""2011"",""Leicester 030A"",""E01013642"",""Total"",1821,877,944,1791,30,17,22.72,80.1"
"""2011"",""Leicester 030B"",""E01013643"",""Total"",1844,906,938,1844,0,32,16.30,113.1"
"""2011"",""Leicester 030C"",""E01013649"",""Total"",1541,784,757,1301,240,6,121.83,12.6"
"""2011"",""Leicester 030D"",""E01013650"",""Total"",1808,883,925,1808,0,19,11.40,158.6"
"""2011"",""Leicester 030E"",""E01013702"",""Total"",1573,790,783,1573,0,26,31.98,49.2"
"""2011"",""Leicester 030F"",""E01013710"",""Total"",1409,727,682,1389,20,19,22.03,64.0"
"""2011"",""Leicester 030G"",""E01013711"",""Total"",1625,797,828,1428,197,18,32.72,49.7"
"""2011"",""Leicester 031A"",""E01013613"",""Total"",1646,810,836,1619,27,9,25.34,65.0"
"""2011"",""Leicester 031B"",""E01013614"",""Total"",1561,755,806,1552,9,11,25.46,61.3"
"""2011"",""Leicester 031C"",""E01013687"",""Total"",1573,804,769,1529,44,11,51.03,30.8"
"""2011"",""Leicester 031D"",""E01013688"",""Total"",1450,715,735,1450,0,8,52.73,27.5"
"""2011"",""Leicester 032A"",""E01013703"",""Total"",1290,635,655,1285,5,35,38.66,33.4"
"""2011"",""Leicester 032B"",""E01013704"",""Total"",1436,664,772,1362,74,35,32.21,44.6"
"""2011"",""Leicester 032C"",""E01013706"",""Total"",1628,785,843,1628,0,44,64.49,25.2"
"""2011"",""Leicester 032D"",""E01013707"",""Total"",1598,763,835,1598,0,36,41.99,38.1"
"""2011"",""Leicester 032E"",""E01013712"",""Total"",1512,728,784,1263,249,54,33.69,44.9"
"""2011"",""Leicester 034A"",""E01013608"",""Total"",1547,788,759,1547,0,9,33.05,46.8"
"""2011"",""Leicester 034B"",""E01013609"",""Total"",1575,774,801,1560,15,11,113.57,13.9"
"""2011"",""Leicester 034C"",""E01013610"",""Total"",1699,830,869,1662,37,19,33.90,50.1"
"""2011"",""Leicester 034D"",""E01013611"",""Total"",1581,788,793,1482,99,14,54.92,28.8"
"""2011"",""Leicester 034E"",""E01013612"",""Total"",1542,757,785,1486,56,20,95.15,16.2"
"""2011"",""Leicester 035A"",""E01013678"",""Total"",1644,800,844,1626,18,10,71.98,22.8"
"""2011"",""Leicester 035B"",""E01013679"",""Total"",1559,757,802,1559,0,4,23.08,67.5"
"""2011"",""Leicester 035C"",""E01013691"",""Total"",1659,751,908,1659,0,6,25.07,66.2"
"""2011"",""Leicester 035D"",""E01013692"",""Total"",1413,646,767,1413,0,8,24.55,57.6"
"""2011"",""Leicester 035E"",""E01013693"",""Total"",1477,692,785,1477,0,3,18.32,80.6"
"""2011"",""Leicester 036A"",""E01013673"",""Total"",1557,745,812,1517,40,6,24.78,62.8"
"""2011"",""Leicester 036B"",""E01013674"",""Total"",1621,728,893,1621,0,9,31.22,51.9"
"""2011"",""Leicester 036C"",""E01013675"",""Total"",1634,773,861,1634,0,6,24.45,66.8"
"""2011"",""Leicester 036D"",""E01013676"",""Total"",1971,907,1064,1971,0,6,25.87,76.2"
"""2011"",""Leicester 036E"",""E01013677"",""Total"",1534,748,786,1523,11,3,29.98,51.2"
"""2011"",""Leicester 037A"",""E01013695"",""Total"",1525,694,831,1525,0,2,55.53,27.5"
"""2011"",""Leicester 037B"",""E01013698"",""Total"",1537,748,789,1537,0,15,34.41,44.7"
"""2011"",""Leicester 037C"",""E01013767"",""Total"",1537,735,802,1537,0,3,52.35,29.4"
"""2011"",""Leicester 037D"",""E01013768"",""Total"",1544,752,792,1471,73,9,29.92,51.6"
"""2011"",""Leicester 037E"",""E01013772"",""Total"",1601,784,817,1601,0,4,18.99,84.3"
"""2011"",""Leicester 037F"",""E01032597"",""Total"",1440,680,760,1440,0,8,19.40,74.2"
"""2011"",""Leicester 038A"",""E01013689"",""Total"",1837,869,968,1246,591,35,33.75,54.4"
"""2011"",""Leicester 038B"",""E01013690"",""Total"",1540,769,771,1540,0,21,64.07,24.0"
"""2011"",""Leicester 038C"",""E01013705"",""Total"",1579,766,813,1566,13,28,50.90,31.0"
"""2011"",""Leicester 038D"",""E01013709"",""Total"",1576,779,797,1576,0,16,25.03,63.0"
"""2011"",""Leicester 038E"",""E01032599"",""Total"",1579,772,807,1579,0,22,41.31,38.2"
"""2011"",""Leicester 039A"",""E01013722"",""Total"",1753,828,925,1714,39,7,31.04,56.5"
"""2011"",""Leicester 039B"",""E01013727"",""Total"",1491,722,769,1491,0,6,25.41,58.7"
"""2011"",""Leicester 039C"",""E01013730"",""Total"",1574,769,805,1569,5,4,23.57,66.8"
"""2011"",""Leicester 039D"",""E01013731"",""Total"",1619,764,855,1600,19,10,98.25,16.5"
"""2011"",""Leicester 039E"",""E01032602"",""Total"",1672,814,858,1672,0,8,25.14,66.5"
"""2011"",""Leicester 040A"",""E01013646"",""Total"",2760,1445,1315,2108,652,33,47.12,58.6"
"""2011"",""Leicester 040B"",""E01013647"",""Total"",2504,1210,1294,1658,846,51,24.49,102.2"
"""2011"",""Leicester 040C"",""E01013648"",""Total"",2688,1279,1409,2095,593,38,29.26,91.9"
"""2011"",""Leicester 040D"",""E01032875"",""Total"",1903,835,1068,1034,869,34,15.37,123.8"
"""2011"",""Leicester 041A"",""E01032867"",""Total"",1800,990,810,1350,450,19,70.30,25.6"
"""2011"",""Leicester 041B"",""E01032868"",""Total"",1692,747,945,1029,663,24,21.66,78.1"
"""2011"",""Leicester 041C"",""E01032872"",""Total"",1206,686,520,1206,0,2,12.30,98.0"
"""2011"",""Leicester 041D"",""E01032873"",""Total"",1334,790,544,1330,4,6,20.58,64.8"
"""2011"",""Nottingham 001A"",""E01013887"",""Total"",1534,762,772,1534,0,23,30.11,50.9"
"""2011"",""Nottingham 001B"",""E01013892"",""Total"",1414,682,732,1414,0,12,28.75,49.2"
"""2011"",""Nottingham 001C"",""E01013893"",""Total"",1349,627,722,1349,0,7,55.36,24.4"
"""2011"",""Nottingham 001D"",""E01013894"",""Total"",1476,707,769,1474,2,14,43.20,34.2"
"""2011"",""Nottingham 002A"",""E01013879"",""Total"",1293,588,705,1293,0,2,36.95,35.0"
"""2011"",""Nottingham 002B"",""E01013880"",""Total"",1533,701,832,1490,43,5,130.06,11.8"
"""2011"",""Nottingham 002C"",""E01013881"",""Total"",1505,689,816,1477,28,5,39.79,37.8"
"""2011"",""Nottingham 002D"",""E01013882"",""Total"",1432,662,770,1377,55,5,46.33,30.9"
"""2011"",""Nottingham 002E"",""E01013885"",""Total"",1662,803,859,1662,0,3,39.09,42.5"
"""2011"",""Nottingham 004A"",""E01013886"",""Total"",1450,714,736,1450,0,12,53.49,27.1"
"""2011"",""Nottingham 004B"",""E01013888"",""Total"",1507,745,762,1491,16,5,25.91,58.2"
"""2011"",""Nottingham 004C"",""E01013889"",""Total"",1653,807,846,1646,7,14,45.37,36.4"
"""2011"",""Nottingham 004D"",""E01013890"",""Total"",1546,750,796,1546,0,15,15.00,103.1"
"""2011"",""Nottingham 004E"",""E01013891"",""Total"",1685,825,860,1634,51,13,34.17,49.3"
