"grid_square,population_per_hectare,bicycle_aadf,motor_vehicle_aadf,safe"
"""51.4445,-0.0865"",15.7,613.0,14160.4,1"
"""51.3135,-0.2895"",4.0,100.8,4321.5999999999985,1"
"""51.6455,-0.42"",25.4,77.4,8986.599999999999,1"
"""51.6985,-0.1015"",1.3,4.2,987.0,1"
"""51.596,-0.034"",99.8,183.6,12438.4,1"
"""51.417,-0.271"",10.8,119.8,14342.2,1"
"""51.4305,-0.0125"",45.1,426.0,28236.6,1"
"""51.4765,0.253"",1.5,29.0,7360.599999999998,1"
"""51.416,0.2085"",34.4,0.0,124091.8,1"
"""51.694,-0.339"",7.7,157.0,15856.0,1"
"""51.461,-0.198"",55.6,916.4,29987.2,1"
"""51.615,-0.411"",25.1,38.6,14959.000000000002,1"
"""51.3515,0.135"",2.0,1.0,23858.2,1"
"""51.4155,0.0275"",23.7,4.0,467.4,1"
"""51.5415,-0.1925"",141.6,1157.6,18322.6,1"
"""51.5815,-0.0355"",152.3,70.2,12088.2,1"
"""51.257,-0.5305"",10.6,45.6,11395.6,1"
"""51.5645,-0.529"",30.6,41.6,28791.0,1"
"""51.569,-0.2015"",83.1,175.2,9889.0,1"
"""51.6335,-0.021"",34.5,92.6,18524.8,1"
"""51.464,0.2"",10.2,159.0,31148.80000000001,1"
"""51.709,0.063"",100.8,0.0,122721.6,1"
"""51.459,-0.452"",9.6,91.0,41630.6,1"
"""51.6285,0.128"",64.2,4.2,8677.6,1"
"""51.455,-0.153"",81.4,578.8,24245.2,1"
"""51.5665,-0.4345"",36.3,13.4,553.6,1"
"""51.4665,0.273"",1.5,17.2,4301.6,1"
"""51.27,0.242"",2.0,6.2,16295.399999999998,1"
"""51.4975,0.0775"",107.6,7.4,342.00000000000006,1"
"""51.558,-0.455"",25.4,26.2,85795.19999999997,1"
"""51.463,0.0885"",63.9,154.0,19839.4,1"
"""51.6835,-0.021"",48.3,20.2,792.8,1"
"""51.485,0.1735"",131.3,14.2,411.8,1"
"""51.6535,-0.489"",3.6,53.4,17907.6,1"
"""51.356,0.259"",34.4,0.0,57099.60000000001,1"
"""51.4695,0.1"",54.9,170.4,15036.8,1"
"""51.664,-0.05"",76.3,60.25,3424.0,1"
"""51.5205,-0.1475"",105.2,1258.6,12511.6,1"
"""51.3085,-0.105"",6.9,15.2,2286.4,1"
"""51.6585,-0.021"",43.3,53.6,21763.0,1"
"""51.4455,0.061"",22.7,167.0,14496.600000000002,1"
"""51.486,-0.342"",5.0,222.6,45217.2,1"
"""51.2745,-0.072"",25.3,26.2,9047.4,1"
"""51.718,-0.461"",19.8,0.0,43556.0,1"
"""51.397,-0.47"",10.6,0.0,60476.00000000001,1"
"""51.7105,-0.1865"",3.5,51.0,14066.6,1"
"""51.4185,-0.1215"",31.1,15.0,1983.0,1"
"""51.288,0.2825"",2.0,35.8,18698.4,1"
"""51.6695,-0.505"",3.6,39.0,19904.8,1"
"""51.6635,-0.065"",100.1,60.25,3424.0,1"
"""51.3165,0.0385"",6.3,30.0,5111.6,1"
"""51.4165,0.2765"",20.6,3.0,580.4,1"
"""51.676,-0.434"",25.4,67.2,23029.0,1"
"""51.465,0.081"",44.5,154.0,19839.4,1"
"""51.707,-0.121"",1.3,19.0,12548.999999999998,1"
"""51.2735,0.0895"",1.6,38.0,15100.6,1"
"""51.495,-0.455"",8.3,68.8,16062.0,1"
"""51.6195,-0.124"",37.8,80.8,13845.6,1"
"""51.29,0.152"",2.0,0.0,50588.0,1"
"""51.392,-0.208"",29.1,257.2,24552.0,1"
"""51.4275,-0.1665"",132.7,788.8,16779.2,1"
"""51.3065,0.01"",34.8,40.2,16860.199999999993,1"
"""51.318,-0.26"",11.2,69.6,17543.8,1"
"""51.5225,0.1815"",39.1,155.0,17264.2,1"
"""51.35,0.016"",3.4,8.2,1046.8,1"
"""51.538,0.0625"",179.2,244.0,26825.8,1"
"""51.7035,0.129"",64.2,1.2,436.60000000000014,1"
"""51.5355,-0.1205"",120.5,874.6,10645.4,1"
"""51.471,-0.034"",158.4,430.8,12565.2,1"
"""51.3815,-0.4555"",10.6,103.4,2325.6,1"
"""51.5355,-0.453"",62.4,314.8,26048.6,1"
"""51.641,0.2225"",4.4,0.0,134308.0,1"
"""51.291,0.1015"",1.6,0.0,130464.6,1"
"""51.396,0.192"",11.9,0.8,12842.8,1"
"""51.491,0.064"",103.1,142.8,21081.2,1"
"""51.505,-0.1945"",100.5,267.2,19728.2,1"
"""51.658,-0.3775"",17.6,2.4,48380.4,1"
"""51.3375,-0.4925"",10.6,127.6,21870.2,1"
"""51.3175,0.151"",2.0,46.0,1889.4,1"
"""51.681,-0.192"",10.1,0.0,151025.19999999998,1"
"""51.4265,-0.398"",10.3,40.6,70418.0,1"
"""51.495,-0.512"",1.2,0.0,149098.2,1"
"""51.3515,0.055"",1.7,44.8,22689.4,1"
"""51.3875,-0.1845"",87.3,100.2,13992.4,1"
"""51.6665,0.115"",64.2,0.0,82152.6,1"
"""51.6425,-0.0355"",99.5,81.8,19541.6,1"
"""51.4405,-0.2655"",27.9,51.4,60645.8,1"
"""51.372,0.29"",34.4,0.0,57099.60000000001,1"
"""51.703,0.046"",100.8,21.0,19809.4,1"
"""51.289,0.042"",1.6,23.6,3085.8,1"
"""51.683,0.1385"",64.2,11.0,1630.8000000000006,1"
"""51.71,-0.0365"",64.3,46.0,42342.4,1"
"""51.5345,-0.4945"",30.6,0.0,189142.2,1"
"""51.613,-0.1985"",55.0,12.6,1784.0,1"
"""51.4055,0.052"",23.2,5.4,20414.6,1"
"""51.376,0.085"",43.2,65.0,17750.399999999998,1"
"""51.306,-0.329"",4.0,10.0,12382.4,1"
"""51.591,-0.471"",7.6,111.8,25136.2,1"
"""51.31,-0.2285"",11.2,46.0,16543.6,1"
"""51.3905,-0.463"",10.6,0.0,60476.00000000001,1"
"""51.536,0.179"",66.4,88.2,21769.4,1"
"""51.6,-0.163"",57.7,14.6,79354.4,1"
"""51.552,-0.2595"",121.1,23.6,16458.199999999993,1"
"""51.4595,-0.0345"",132.3,152.4,4721.5999999999985,1"
"""51.411,-0.4185"",70.5,45.4,783.2,1"
"""51.716,-0.41"",39.6,0.0,155999.00000000006,1"
"""51.353,-0.323"",4.0,107.0,20768.6,1"
"""51.3175,-0.364"",4.0,61.2,6513.0,1"
"""51.4085,0.097"",39.3,49.0,64229.60000000001,1"
"""51.573,0.167"",55.1,135.8,21195.8,1"
"""51.295,-0.2885"",4.0,51.6,24556.4,1"
"""51.5375,0.279"",1.6,0.0,115061.0,1"
"""51.499,-0.141"",26.4,635.6,20917.4,1"
"""51.712,0.063"",100.8,0.0,122721.6,1"
"""51.4115,-0.075"",60.3,189.0,16866.199999999993,1"
"""51.2765,-0.3285"",4.0,16.6,18119.2,1"
"""51.623,-0.3225"",7.7,45.2,10400.8,1"
"""51.541,-0.424"",25.2,16.4,1993.0,1"
"""51.537,0.0135"",49.1,252.0,17718.0,1"
"""51.7045,-0.07"",56.6,4.2,987.0,1"
"""51.303,0.2305"",2.0,0.0,48621.4,1"
"""51.259,-0.0505"",25.3,5.6,27429.4,1"
"""51.7135,-0.0965"",1.3,2.6,491.8,1"
"""51.466,-0.2405"",19.7,457.6,17188.0,1"
"""51.5405,-0.2965"",108.5,235.0,30264.6,1"
"""51.6385,0.102"",66.2,10.6,14047.6,1"
"""51.414,-0.468"",10.6,8.4,299.7999999999999,1"
"""51.3405,-0.0005"",55.5,19.4,24415.2,1"
"""51.62,-0.2555"",43.6,479.4,66577.6,1"
"""51.2865,-0.481"",10.6,0.6,90095.6,1"
"""51.5945,0.0165"",50.5,6.8,147451.0,1"
"""51.6225,-0.325"",7.7,45.2,10400.8,1"
"""51.4715,-0.5095"",1.2,11.666666666666664,39602.66666666667,1"
"""51.4375,-0.2595"",27.9,51.4,60645.8,1"
"""51.5715,-0.1635"",24.4,90.2,31374.8,1"
"""51.524,0.0825"",85.8,187.2,109659.0,1"
"""51.499,-0.3895"",102.8,100.2,11158.8,1"
"""51.57,-0.2275"",33.0,314.0,13181.333333333336,1"
"""51.7125,0.1975"",4.4,47.4,1302.4,1"
"""51.487,-0.507"",1.2,121.6,20567.2,1"
"""51.4355,-0.448"",10.6,49.8,1490.0,1"
"""51.5665,-0.317"",39.5,76.8,17723.4,1"
"""51.4365,0.206"",34.4,60.0,13756.4,1"
"""51.4485,0.2815"",11.8,32.6,407.4,1"
"""51.4895,-0.029"",172.9,1063.0,8615.400000000001,1"
"""51.429,-0.54"",1.2,0.0,181275.4,1"
"""51.268,-0.159"",10.9,0.0,157969.4,1"
"""51.4975,-0.046"",170.4,3271.0,20811.8,1"
"""51.3855,0.1265"",29.4,78.6,10862.4,1"
"""51.5575,-0.178"",166.2,429.0,18491.6,1"
"""51.2965,-0.354"",4.0,3.8,514.9999999999999,1"
"""51.607,0.1965"",18.1,10.0,1311.75,1"
"""51.551,0.202"",57.7,65.0,12944.4,1"
"""51.3745,-0.5365"",10.6,117.6,33286.0,1"
"""51.537,-0.1265"",219.0,553.0,13325.399999999998,1"
"""51.2955,0.03"",12.0,40.2,16860.199999999993,1"
"""51.437,-0.458"",9.6,49.8,1490.0,1"
"""51.6915,-0.326"",6.9,157.0,15856.0,1"
"""51.495,0.1125"",72.9,52.6,27286.6,1"
"""51.5175,-0.032"",112.9,304.8,15749.4,1"
"""51.512,-0.0705"",117.9,1519.4,2060.2000000000007,1"
"""51.344,-0.2915"",32.1,41.8,2282.600000000001,1"
"""51.6325,-0.524"",3.6,0.0,149683.4,1"
"""51.677,-0.523"",3.6,35.4,18113.2,1"
"""51.5895,-0.17"",94.1,470.4,21745.4,1"
"""51.5605,0.0695"",94.9,230.6,35687.4,1"
"""51.6525,-0.28"",56.7,3.4,290.6,1"
"""51.6835,0.0015"",100.8,0.0,130859.8,1"
"""51.6475,-0.028"",8.4,81.8,19541.6,1"
"""51.342,0.239"",2.0,24.2,8521.2,1"
"""51.278,0.134"",2.0,0.0,50588.0,1"
"""51.5975,-0.2945"",62.8,74.2,28633.000000000015,1"
"""51.581,-0.402"",39.6,16.8,2549.4,1"
"""51.4355,0.172"",11.9,119.0,17220.000000000004,1"
"""51.6075,0.0665"",25.2,11.0,7102.400000000002,1"
"""51.329,-0.1765"",34.3,90.8,4154.799999999998,1"
"""51.2895,0.0075"",34.8,0.0,130464.6,1"
"""51.4885,0.093"",56.9,309.0,14145.999999999998,1"
"""51.475,-0.2995"",11.2,475.4,14314.4,1"
"""51.312,-0.31"",4.0,100.8,4321.5999999999985,1"
"""51.5305,-0.4725"",36.1,70.4,9173.999999999998,1"
"""51.6425,0.224"",4.4,0.0,134308.0,1"
"""51.4465,-0.4535"",9.6,78.6,30285.0,1"
"""51.4525,-0.254"",35.1,168.6,11790.799999999996,1"
"""51.4105,-0.08"",46.0,16.2,1893.0,1"
"""51.541,-0.1505"",85.4,645.6,18323.2,1"
"""51.3635,0.2085"",2.0,28.8,808.4,1"
"""51.315,-0.32"",4.0,10.4,30382.80000000001,1"
"""51.629,0.01"",32.0,50.6,12609.6,1"
"""51.5195,-0.2085"",163.2,2.6,86375.8,1"
"""51.304,-0.0605"",34.6,11.0,1616.8,1"
"""51.5405,-0.3025"",63.3,235.0,30264.6,1"
"""51.5815,0.011"",20.8,506.6,32283.4,1"
"""51.637,-0.202"",2.9,7.6,18815.0,1"
"""51.471,0.2835"",1.6,53.6,4438.6,1"
"""51.329,0.1605"",2.0,116.8,12258.2,1"
"""51.4545,-0.0525"",41.1,209.6,11095.2,1"
"""51.6255,0.2725"",4.1,64.8,16001.199999999995,1"
"""51.6605,0.1695"",2.7,0.0,132333.80000000002,1"
"""51.3915,0.0825"",31.5,7.0,601.8,1"
"""51.402,-0.4875"",10.6,5.6,303.4000000000001,1"
"""51.6275,-0.0995"",72.0,84.6,19072.8,1"
"""51.412,-0.459"",10.6,200.8,11585.600000000002,1"
"""51.6175,0.1025"",66.2,4.2,9198.6,1"
"""51.6705,-0.066"",15.9,60.25,3424.0,1"
"""51.567,0.249"",15.0,73.4,14816.2,1"
"""51.315,-0.249"",11.2,44.0,9055.6,1"
"""51.7115,-0.498"",3.6,0.0,43556.0,1"
"""51.5835,-0.2715"",44.5,71.4,15158.2,1"
"""51.581,-0.462"",2.2,123.8,17657.8,1"
"""51.59,0.135"",11.6,64.0,19951.4,1"
"""51.5855,-0.5005"",7.6,16.4,12239.000000000002,1"
"""51.372,-0.032"",48.7,20.4,3296.0000000000005,1"
"""51.6645,-0.1495"",3.5,43.0,34964.2,1"
"""51.379,0.2055"",2.2,18.6,20441.6,1"
"""51.5755,0.18"",58.7,62.0,34769.0,1"
"""51.332,-0.1655"",3.7,17.6,21417.8,1"
"""51.3425,-0.042"",75.7,19.4,24415.2,1"
"""51.294,0.074"",1.6,12.6,9573.2,1"
"""51.5775,-0.387"",40.1,15.2,641.2,1"
"""51.6465,0.199"",2.7,6.8,8725.400000000001,1"
"""51.311,-0.4775"",10.6,0.6,90095.6,1"
"""51.6735,-0.04"",70.7,106.0,15981.8,1"
"""51.591,0.0915"",60.6,53.6,18179.6,1"
"""51.629,0.2115"",16.0,15.6,10551.0,1"
"""51.337,0.108"",2.0,28.0,25736.6,1"
"""51.4765,-0.3045"",50.2,165.4,8752.400000000001,1"
"""51.3185,-0.066"",34.6,11.0,1616.8,1"
"""51.4485,0.0965"",61.3,10.0,1088.0,1"
"""51.719,0.1805"",2.7,5.2,13938.600000000002,1"
"""51.51,-0.44"",21.4,100.4,18722.8,1"
"""51.312,0.1725"",2.0,0.0,99885.6,1"
"""51.7185,0.2675"",4.4,34.8,15552.0,1"
"""51.2965,0.058"",1.6,12.6,9573.2,1"
"""51.6715,0.242"",4.4,8.0,6875.600000000001,1"
"""51.6505,0.102"",66.2,10.6,14047.6,1"
"""51.3285,-0.4345"",16.3,2.6,86170.79999999999,1"
"""51.5105,-0.178"",177.2,1434.4,32176.4,1"
"""51.5585,-0.5035"",30.6,21.2,24351.2,1"
"""51.543,0.245"",17.6,80.0,12194.2,1"
"""51.546,-0.484"",31.7,128.2,26054.6,1"
"""51.39,0.28"",34.4,0.0,57099.60000000001,1"
"""51.2675,-0.16"",10.9,0.0,157969.4,1"
"""51.337,-0.3775"",4.0,24.8,639.5999999999998,1"
"""51.424,-0.2295"",33.1,419.6,13649.4,1"
"""51.375,0.25"",34.4,24.0,1275.1999999999996,1"
"""51.3095,-0.516"",10.6,40.4,524.4,1"
"""51.4525,-0.044"",96.2,62.0,634.0,1"
"""51.6265,-0.1515"",39.8,40.0,14289.0,1"
"""51.446,-0.488"",1.2,173.4,26819.4,1"
"""51.512,-0.359"",35.7,203.8,34835.8,1"
"""51.5425,-0.145"",85.4,676.0,12349.4,1"
"""51.4055,-0.013"",38.3,65.0,16313.799999999996,1"
"""51.421,-0.102"",68.7,93.4,16137.2,1"
"""51.3125,0.2715"",2.0,0.0,4465.0,1"
"""51.2705,-0.2385"",11.2,144.6,13997.4,1"
"""51.623,-0.3165"",36.5,40.0,23447.4,1"
"""51.266,0.125"",1.6,38.0,15100.6,1"
"""51.291,-0.3885"",4.0,106.2,305.8,1"
"""51.4795,-0.307"",50.2,165.4,8752.400000000001,1"
"""51.657,-0.462"",19.8,45.0,21393.8,1"
"""51.4375,-0.048"",97.4,331.6,22501.4,1"
"""51.265,-0.292"",4.0,77.4,18052.6,1"
"""51.535,0.245"",17.6,15.6,634.8000000000002,1"
"""51.345,-0.013"",76.7,19.4,24415.2,1"
"""51.6005,0.0365"",58.6,51.2,17094.2,1"
"""51.4375,0.023"",56.7,42.4,10785.0,1"
"""51.5215,0.04"",89.3,328.2,119768.0,1"
"""51.2905,-0.3835"",4.0,106.2,305.8,1"
"""51.5545,-0.227"",72.4,216.6,12626.000000000002,1"
"""51.6825,-0.469"",19.8,0.0,176717.0,1"
"""51.5895,-0.265"",67.0,71.4,15158.2,1"
"""51.4435,-0.332"",83.7,614.2,18011.000000000004,1"
"""51.297,-0.3935"",4.0,106.2,305.8,1"
"""51.507,-0.4405"",21.4,100.4,18722.8,1"
"""51.591,-0.358"",39.9,103.8,16362.000000000002,1"
"""51.56,-0.3795"",102.9,43.6,2737.6,1"
"""51.467,-0.0275"",77.8,9.8,74.60000000000002,1"
"""51.2775,0.175"",2.0,13.2,529.8,1"
"""51.559,0.0675"",94.9,746.0,42831.0,1"
"""51.7,-0.424"",25.4,19.8,3079.9999999999995,1"
"""51.6015,-0.349"",86.9,21.4,1843.6,1"
"""51.319,0.287"",2.0,0.0,4465.0,1"
"""51.627,0.0105"",38.0,111.4,14201.2,1"
"""51.488,-0.2735"",93.8,188.6,93419.4,1"
"""51.299,-0.4205"",4.0,154.0,17548.8,1"
"""51.2965,-0.088"",25.3,1.2,213.2,1"
"""51.4305,-0.3215"",56.4,351.0,14489.8,1"
"""51.6065,-0.497"",3.6,16.4,12239.000000000002,1"
"""51.3295,0.249"",2.0,24.2,8521.2,1"
"""51.484,-0.3655"",133.4,191.6,12444.8,1"
"""51.5555,0.1305"",94.5,57.2,16759.6,1"
"""51.571,0.255"",15.0,12.6,36317.6,1"
"""51.471,-0.1275"",173.1,3705.4,19724.6,1"
"""51.372,-0.0275"",73.4,188.0,20025.0,1"
"""51.584,0.0595"",76.3,121.6,32508.80000000001,1"
"""51.481,-0.3625"",38.9,330.8,45868.2,1"
"""51.585,0.2005"",41.0,146.6,19256.4,1"
"""51.5615,0.2425"",25.1,73.4,14816.2,1"
"""51.525,-0.4125"",55.1,254.4,28106.8,1"
"""51.5715,-0.159"",24.4,90.2,31374.8,1"
"""51.408,0.155"",2.2,22.8,2280.2000000000007,1"
"""51.695,-0.485"",3.6,0.0,176717.0,1"
"""51.7095,0.0085"",100.8,2.6,453.4,1"
"""51.555,0.0985"",45.4,15.4,13269.2,1"
"""51.6135,0.1965"",38.8,15.6,10551.0,1"
"""51.5045,-0.2655"",113.7,47.6,340.4000000000001,1"
"""51.424,0.2575"",20.6,0.0,125775.2,1"
"""51.524,-0.068"",100.0,1228.4,14182.2,1"
"""51.391,0.1125"",42.7,35.4,28895.0,1"
"""51.26,-0.007"",34.8,14.6,16635.4,1"
"""51.2655,-0.215"",11.2,43.4,36425.99999999999,1"
"""51.4765,0.1525"",49.7,32.6,7464.599999999998,1"
"""51.6835,-0.471"",3.6,0.0,176717.0,1"
"""51.4745,-0.299"",11.2,475.4,14314.4,1"
"""51.4375,-0.155"",140.6,105.0,900.8,1"
"""51.4875,0.2"",11.8,15.6,1513.1999999999994,1"
"""51.7165,0.0475"",100.8,34.2,6669.4,1"
"""51.7095,0.1605"",2.7,5.2,13938.600000000002,1"
"""51.359,0.2265"",2.0,9.4,15608.0,1"
"""51.331,-0.295"",4.0,100.8,4321.5999999999985,1"
"""51.538,-0.363"",54.5,128.0,121082.0,1"
"""51.296,-0.3185"",4.0,23.6,1418.2,1"
"""51.362,-0.5245"",10.6,117.6,33286.0,1"
"""51.693,0.142"",64.2,11.0,1630.8000000000006,1"
"""51.481,0.224"",11.8,64.6,21136.4,1"
"""51.646,-0.3935"",17.6,36.2,17489.600000000002,1"
"""51.5455,-0.0265"",22.4,583.4,10543.6,1"
"""51.4325,-0.3105"",4.7,181.4,13868.6,1"
"""51.4155,-0.264"",33.4,96.75,6904.25,1"
"""51.406,-0.3325"",3.8,635.2,19248.2,1"
"""51.3115,0.0635"",1.9,12.6,9573.2,1"
"""51.4245,0.239"",20.6,0.6,24540.0,1"
"""51.313,-0.3445"",4.0,67.6,12615.4,1"
"""51.4305,0.289"",20.6,3.0,580.4,1"
"""51.291,-0.5305"",10.6,116.6,13829.2,1"
"""51.6285,0.109"",59.8,4.2,8677.6,1"
"""51.4055,-0.4395"",10.6,30.8,960.2,1"
"""51.521,0.2875"",1.6,56.4,11591.4,1"
"""51.4575,0.0875"",68.4,7.0,86687.4,1"
"""51.419,0.1515"",7.8,0.0,21544.4,1"
"""51.651,-0.2805"",56.7,3.4,290.6,1"
"""51.6165,0.1965"",38.8,15.6,10551.0,1"
"""51.626,0.09"",66.2,35.2,10757.8,1"
"""51.485,-0.427"",6.2,48.8,3359.0,1"
"""51.693,-0.2565"",5.1,0.0,137003.40000000002,1"
"""51.601,0.088"",57.6,27.6,8556.0,1"
"""51.5475,-0.292"",101.7,79.4,1612.4,1"
"""51.5125,-0.3305"",82.5,667.4,19760.2,1"
"""51.5175,0.068"",7.3,14.4,37786.0,1"
"""51.647,-0.258"",7.6,46.8,59510.8,1"
"""51.526,-0.0095"",77.0,114.4,2588.600000000001,1"
"""51.6005,0.1065"",16.5,4.2,9198.6,1"
"""51.66,-0.3435"",7.7,0.0,92746.8,1"
"""51.547,-0.21"",91.6,368.6,14704.2,1"
"""51.515,-0.2345"",368.1,499.8,10320.2,1"
"""51.357,-0.251"",57.4,235.0,39852.6,1"
"""51.622,0.067"",27.5,1.2,532.2,1"
"""51.5845,-0.1375"",43.0,186.2,22968.2,1"
"""51.315,0.2795"",2.0,0.0,4465.0,1"
"""51.4335,-0.402"",35.3,40.6,70418.0,1"
"""51.678,-0.264"",7.6,15.8,3529.4,1"
"""51.3315,-0.356"",4.0,74.6,14207.000000000002,1"
"""51.465,0.2475"",11.8,0.0,128692.0,1"
"""51.426,0.0995"",19.6,35.2,18315.2,1"
"""51.2745,0.109"",1.6,38.0,15100.6,1"
"""51.326,-0.0215"",76.8,19.4,24415.2,1"
"""51.648,-0.502"",3.6,0.0,162936.0,1"
"""51.663,-0.271"",7.6,104.2,21970.6,1"
"""51.3535,0.1545"",2.0,0.0,113675.4,1"
"""51.4615,0.179"",64.7,159.0,31148.80000000001,1"
"""51.327,-0.4205"",16.3,119.4,30028.4,1"
"""51.507,-0.1185"",82.8,9289.8,27668.8,1"
"""51.444,-0.0235"",46.4,549.8,37002.8,1"
"""51.6465,-0.058"",45.1,120.8,21733.2,1"
"""51.3055,0.1995"",2.0,16.4,5928.4,1"
"""51.317,0.2125"",2.0,20.8,1177.6,1"
"""51.284,-0.485"",10.6,0.6,90095.6,1"
"""51.489,0.13"",37.6,64.4,7215.8,1"
"""51.385,-0.0165"",17.2,188.0,20025.0,1"
"""51.6665,-0.538"",3.6,43.4,13351.999999999998,1"
"""51.503,-0.3185"",105.0,247.2,12686.6,1"
"""51.4685,-0.429"",26.7,35.4,5883.2,1"
"""51.638,-0.042"",27.4,102.6,12385.999999999998,1"
"""51.4895,-0.2365"",90.5,969.8,22460.2,1"
"""51.371,-0.0525"",12.6,188.0,20025.0,1"
"""51.5375,-0.4065"",18.5,64.6,22725.6,1"
"""51.7095,-0.2475"",5.1,0.0,137003.40000000002,1"
"""51.534,0.074"",61.3,18.8,13653.4,1"
"""51.497,0.144"",57.5,23.2,19049.6,1"
"""51.541,-0.541"",30.6,44.4,2148.6,1"
"""51.663,0.1545"",2.7,0.0,132333.80000000002,1"
"""51.6765,-0.012"",100.8,39.2,11818.2,1"
"""51.394,0.0215"",50.9,92.6,25867.0,1"
"""51.438,-0.1325"",114.9,72.4,620.5999999999998,1"
"""51.714,0.137"",64.2,0.0,108809.8,1"
"""51.7005,-0.509"",3.6,35.4,18113.2,1"
"""51.435,-0.4195"",60.8,204.6,13143.4,1"
"""51.373,-0.075"",10.2,223.8,18274.8,1"
"""51.682,-0.368"",7.7,78.0,28773.2,1"
"""51.318,0.116"",2.0,26.25,78.25,1"
"""51.6335,-0.406"",39.6,74.8,13163.6,1"
"""51.666,0.277"",44.1,26.4,1470.6,1"
"""51.304,0.272"",2.0,0.0,4465.0,1"
"""51.603,-0.092"",89.3,137.4,33765.60000000001,1"
"""51.5705,0.1375"",67.4,160.2,17931.0,1"
"""51.6935,-0.1785"",3.5,88.2,19292.6,1"
"""51.5525,-0.3105"",64.6,90.2,15811.600000000002,1"
"""51.603,-0.044"",45.7,104.8,36007.0,1"
"""51.524,0.2745"",1.6,0.0,117689.4,1"
"""51.4485,0.221"",20.6,93.8,18670.8,1"
"""51.3305,-0.3815"",4.0,24.8,639.5999999999998,1"
"""51.6975,-0.1765"",3.5,88.2,19292.6,1"
"""51.422,0.0905"",47.4,100.6,22192.0,1"
"""51.4245,-0.079"",58.5,465.8,17733.2,1"
"""51.336,-0.495"",10.6,127.6,21870.2,1"
"""51.503,0.1145"",43.9,15.4,8214.400000000001,1"
"""51.4545,-0.289"",14.0,211.4,8405.2,1"
"""51.491,-0.176"",108.6,1265.0,17799.999999999996,1"
"""51.2575,0.075"",1.6,27.4,11868.8,1"
"""51.3965,0.239"",34.4,24.0,1275.1999999999996,1"
"""51.5555,-0.3545"",75.8,34.2,16176.8,1"
"""51.358,0.079"",11.6,141.8,26793.2,1"
"""51.7085,0.2715"",4.4,34.8,15552.0,1"
"""51.689,-0.2155"",10.1,0.0,49495.99999999999,1"
"""51.3765,0.2135"",11.9,28.8,808.4,1"
"""51.28,-0.311"",4.0,41.6,23494.8,1"
"""51.631,-0.4445"",19.8,50.8,11262.999999999998,1"
"""51.4125,-0.279"",61.6,119.8,14342.2,1"
"""51.5285,-0.4595"",32.1,314.8,26048.6,1"
"""51.516,0.2645"",1.6,0.0,117689.4,1"
"""51.7035,-0.052"",56.6,52.8,46652.8,1"
"""51.457,0.0235"",35.6,131.2,20753.6,1"
"""51.4305,-0.0925"",120.2,226.2,13934.2,1"
"""51.342,-0.1285"",30.2,77.4,14868.2,1"
"""51.5665,-0.2055"",55.4,118.2,10875.2,1"
"""51.715,0.153"",2.7,0.0,108809.8,1"
"""51.3215,-0.3325"",4.0,59.4,22379.8,1"
"""51.7165,-0.1"",1.3,2.6,491.8,1"
"""51.3515,0.118"",2.0,1.0,23858.2,1"
"""51.4315,-0.121"",108.8,144.2,2595.6,1"
"""51.59,-0.1535"",61.2,268.2,15385.4,1"
"""51.315,0.1335"",2.0,79.6,5344.4000000000015,1"
"""51.6125,-0.1645"",65.8,32.4,2486.4,1"
"""51.6735,0.172"",2.7,0.0,132333.80000000002,1"
"""51.63,-0.4235"",25.4,8.8,630.8,1"
"""51.6755,0.017"",43.3,2.8,333.2,1"
"""51.438,-0.135"",56.7,72.4,620.5999999999998,1"
"""51.3935,-0.371"",3.8,15.0,469.8,1"
"""51.507,-0.0655"",65.1,337.0,8305.5,1"
"""51.4995,-0.1795"",146.4,3695.2,34274.4,1"
"""51.2985,0.034"",34.0,40.2,16860.199999999993,1"
"""51.419,-0.103"",68.7,93.4,16137.2,1"
"""51.3055,0.112"",2.0,26.25,78.25,1"
"""51.4845,0.1105"",17.6,43.0,5639.799999999997,1"
"""51.281,0.0915"",1.6,38.0,15100.6,1"
"""51.4235,0.014"",65.5,17.0,2194.2000000000007,1"
"""51.4645,-0.135"",132.4,3572.6,25292.2,1"
"""51.3675,0.1"",33.5,32.4,17230.399999999998,1"
"""51.544,0.0495"",201.8,232.8,16866.4,1"
"""51.4575,-0.453"",9.6,78.6,30285.0,1"
"""51.646,-0.363"",21.9,81.6,14710.799999999996,1"
"""51.364,-0.3455"",4.0,225.33333333333331,25264.33333333333,1"
"""51.365,0.189"",2.0,0.8,12842.8,1"
"""51.716,-0.0305"",64.3,16.0,5608.0,1"
"""51.4835,-0.1665"",112.2,658.2,11143.6,1"
"""51.512,-0.527"",17.4,0.0,149098.2,1"
"""51.511,0.0435"",44.4,100.4,22602.0,1"
"""51.631,-0.01"",46.8,40.0,11685.6,1"
"""51.441,-0.451"",9.6,78.6,30285.0,1"
"""51.284,-0.4185"",4.0,41.2,10791.0,1"
"""51.345,-0.457"",10.6,110.4,14728.6,1"
"""51.308,-0.0725"",25.3,32.8,17376.8,1"
"""51.3645,-0.5295"",10.6,117.6,33286.0,1"
"""51.6835,0.204"",4.4,6.8,8725.400000000001,1"
"""51.4195,-0.2625"",33.4,96.75,6904.25,1"
"""51.479,-0.1315"",175.7,1736.6,16886.8,1"
